,CUSTOMER_ID,SERVICO_TELEFONE,CNAE,PORTE,ESTADO,SERVICO_INTERNET,SERVICO_STREAMING,TENURE,QTD_CONTRATO,TEMPO_MESES_CONTRATO,VALOR_MEDIO_PLANO,QTD_RECARGAS_M1,QTD_RECARGAS_M2,QTD_RECARGAS_M3,QTD_RECARGAS_M4,QTD_RECARGAS_M5,QTD_RECARGAS_M6,QTD_RECARGAS_M7,QTD_RECARGAS_M8,QTD_RECARGAS_M9,QTD_RECARGAS_M10,QTD_RECARGAS_M11,QTD_RECARGAS_M12,QTD_RECARGAS_M13,QTD_RECARGAS_M14,QTD_RECARGAS_M15,QTD_RECARGAS_M16,QTD_RECARGAS_M17,QTD_RECARGAS_M18,QTD_RECARGAS_M19,QTD_RECARGAS_M20,QTD_RECARGAS_M21,QTD_RECARGAS_M22,QTD_RECARGAS_M23,QTD_RECARGAS_M24,VLR_RECARGAS_M1,VLR_RECARGAS_M2,VLR_RECARGAS_M3,VLR_RECARGAS_M4,VLR_RECARGAS_M5,VLR_RECARGAS_M6,VLR_RECARGAS_M7,VLR_RECARGAS_M8,VLR_RECARGAS_M9,VLR_RECARGAS_M10,VLR_RECARGAS_M11,VLR_RECARGAS_M12,VLR_RECARGAS_M13,VLR_RECARGAS_M14,VLR_RECARGAS_M15,VLR_RECARGAS_M16,VLR_RECARGAS_M17,VLR_RECARGAS_M18,VLR_RECARGAS_M19,VLR_RECARGAS_M20,VLR_RECARGAS_M21,VLR_RECARGAS_M22,VLR_RECARGAS_M23,VLR_RECARGAS_M24,QTD_SUPORTE_MOTIVO_1_M1,QTD_SUPORTE_MOTIVO_1_M3,QTD_SUPORTE_MOTIVO_1_M6,QTD_SUPORTE_MOTIVO_1_M12,QTD_SUPORTE_MOTIVO_1_M18,QTD_SUPORTE_MOTIVO_1_M24,QTD_SUPORTE_MOTIVO_2_M1,QTD_SUPORTE_MOTIVO_2_M3,QTD_SUPORTE_MOTIVO_2_M6,QTD_SUPORTE_MOTIVO_2_M12,QTD_SUPORTE_MOTIVO_2_M18,QTD_SUPORTE_MOTIVO_2_M24,QTD_SUPORTE_MOTIVO_3_M1,QTD_SUPORTE_MOTIVO_3_M3,QTD_SUPORTE_MOTIVO_3_M6,QTD_SUPORTE_MOTIVO_3_M12,QTD_SUPORTE_MOTIVO_3_M18,QTD_SUPORTE_MOTIVO_3_M24,QTD_SUPORTE_MOTIVO_4_M1,QTD_SUPORTE_MOTIVO_4_M3,QTD_SUPORTE_MOTIVO_4_M6,QTD_SUPORTE_MOTIVO_4_M12,QTD_SUPORTE_MOTIVO_4_M18,QTD_SUPORTE_MOTIVO_4_M24,QTD_SUPORTE_MOTIVO_5_M1,QTD_SUPORTE_MOTIVO_5_M3,QTD_SUPORTE_MOTIVO_5_M6,QTD_SUPORTE_MOTIVO_5_M12,QTD_SUPORTE_MOTIVO_5_M18,QTD_SUPORTE_MOTIVO_5_M24,QTD_SUPORTE_MOTIVO_6_M1,QTD_SUPORTE_MOTIVO_6_M3,QTD_SUPORTE_MOTIVO_6_M6,QTD_SUPORTE_MOTIVO_6_M12,QTD_SUPORTE_MOTIVO_6_M18,QTD_SUPORTE_MOTIVO_6_M24,QTD_SUPORTE_MOTIVO_7_M1,QTD_SUPORTE_MOTIVO_7_M3,QTD_SUPORTE_MOTIVO_7_M6,QTD_SUPORTE_MOTIVO_7_M12,QTD_SUPORTE_MOTIVO_7_M18,QTD_SUPORTE_MOTIVO_7_M24,QTD_SUPORTE_MOTIVO_8_M1,QTD_SUPORTE_MOTIVO_8_M3,QTD_SUPORTE_MOTIVO_8_M6,QTD_SUPORTE_MOTIVO_8_M12,QTD_SUPORTE_MOTIVO_8_M18,QTD_SUPORTE_MOTIVO_8_M24,QTD_SUPORTE_MOTIVO_9_M1,QTD_SUPORTE_MOTIVO_9_M3,QTD_SUPORTE_MOTIVO_9_M6,QTD_SUPORTE_MOTIVO_9_M12,QTD_SUPORTE_MOTIVO_9_M18,QTD_SUPORTE_MOTIVO_9_M24,QTD_SUPORTE_MOTIVO_10_M1,QTD_SUPORTE_MOTIVO_10_M3,QTD_SUPORTE_MOTIVO_10_M6,QTD_SUPORTE_MOTIVO_10_M12,QTD_SUPORTE_MOTIVO_10_M18,QTD_SUPORTE_MOTIVO_10_M24,QTD_SUPORTE_MOTIVO_11_M1,QTD_SUPORTE_MOTIVO_11_M3,QTD_SUPORTE_MOTIVO_11_M6,QTD_SUPORTE_MOTIVO_11_M12,QTD_SUPORTE_MOTIVO_11_M18,QTD_SUPORTE_MOTIVO_11_M24,QTD_SUPORTE_MOTIVO_12_M1,QTD_SUPORTE_MOTIVO_12_M3,QTD_SUPORTE_MOTIVO_12_M6,QTD_SUPORTE_MOTIVO_12_M12,QTD_SUPORTE_MOTIVO_12_M18,QTD_SUPORTE_MOTIVO_12_M24,QTD_SUPORTE_MOTIVO_13_M1,QTD_SUPORTE_MOTIVO_13_M3,QTD_SUPORTE_MOTIVO_13_M6,QTD_SUPORTE_MOTIVO_13_M12,QTD_SUPORTE_MOTIVO_13_M18,QTD_SUPORTE_MOTIVO_13_M24,QTD_SUPORTE_MOTIVO_14_M1,QTD_SUPORTE_MOTIVO_14_M3,QTD_SUPORTE_MOTIVO_14_M6,QTD_SUPORTE_MOTIVO_14_M12,QTD_SUPORTE_MOTIVO_14_M18,QTD_SUPORTE_MOTIVO_14_M24,QTD_SUPORTE_MOTIVO_15_M1,QTD_SUPORTE_MOTIVO_15_M3,QTD_SUPORTE_MOTIVO_15_M6,QTD_SUPORTE_MOTIVO_15_M12,QTD_SUPORTE_MOTIVO_15_M18,QTD_SUPORTE_MOTIVO_15_M24,QTD_SUPORTE_MOTIVO_16_M1,QTD_SUPORTE_MOTIVO_16_M3,QTD_SUPORTE_MOTIVO_16_M6,QTD_SUPORTE_MOTIVO_16_M12,QTD_SUPORTE_MOTIVO_16_M18,QTD_SUPORTE_MOTIVO_16_M24,QTD_SUPORTE_MOTIVO_17_M1,QTD_SUPORTE_MOTIVO_17_M3,QTD_SUPORTE_MOTIVO_17_M6,QTD_SUPORTE_MOTIVO_17_M12,QTD_SUPORTE_MOTIVO_17_M18,QTD_SUPORTE_MOTIVO_17_M24,QTD_SUPORTE_MOTIVO_18_M1,QTD_SUPORTE_MOTIVO_18_M3,QTD_SUPORTE_MOTIVO_18_M6,QTD_SUPORTE_MOTIVO_18_M12,QTD_SUPORTE_MOTIVO_18_M18,QTD_SUPORTE_MOTIVO_18_M24,QTD_SUPORTE_MOTIVO_19_M1,QTD_SUPORTE_MOTIVO_19_M3,QTD_SUPORTE_MOTIVO_19_M6,QTD_SUPORTE_MOTIVO_19_M12,QTD_SUPORTE_MOTIVO_19_M18,QTD_SUPORTE_MOTIVO_19_M24,QTD_SUPORTE_MOTIVO_20_M1,QTD_SUPORTE_MOTIVO_20_M3,QTD_SUPORTE_MOTIVO_20_M6,QTD_SUPORTE_MOTIVO_20_M12,QTD_SUPORTE_MOTIVO_20_M18,QTD_SUPORTE_MOTIVO_20_M24,QTD_SUPORTE_MOTIVO_21_M1,QTD_SUPORTE_MOTIVO_21_M3,QTD_SUPORTE_MOTIVO_21_M6,QTD_SUPORTE_MOTIVO_21_M12,QTD_SUPORTE_MOTIVO_21_M18,QTD_SUPORTE_MOTIVO_21_M24,QTD_SUPORTE_MOTIVO_22_M1,QTD_SUPORTE_MOTIVO_22_M3,QTD_SUPORTE_MOTIVO_22_M6,QTD_SUPORTE_MOTIVO_22_M12,QTD_SUPORTE_MOTIVO_22_M18,QTD_SUPORTE_MOTIVO_22_M24,QTD_SUPORTE_MOTIVO_23_M1,QTD_SUPORTE_MOTIVO_23_M3,QTD_SUPORTE_MOTIVO_23_M6,QTD_SUPORTE_MOTIVO_23_M12,QTD_SUPORTE_MOTIVO_23_M18,QTD_SUPORTE_MOTIVO_23_M24,QTD_SUPORTE_MOTIVO_24_M1,QTD_SUPORTE_MOTIVO_24_M3,QTD_SUPORTE_MOTIVO_24_M6,QTD_SUPORTE_MOTIVO_24_M12,QTD_SUPORTE_MOTIVO_24_M18,QTD_SUPORTE_MOTIVO_24_M24,QTD_SUPORTE_MOTIVO_25_M1,QTD_SUPORTE_MOTIVO_25_M3,QTD_SUPORTE_MOTIVO_25_M6,QTD_SUPORTE_MOTIVO_25_M12,QTD_SUPORTE_MOTIVO_25_M18,QTD_SUPORTE_MOTIVO_25_M24,TARGET
922,923,N,8291100,M,SP,0,0,11,1,83,2866.85,1880,3376,928,2232,1720,966,1296,1420,1000,1700,1862,1778,600,504,1380,808,968,780,1104,1760,1860,2072,930,1760,2204.35,2413.625,1353.6625000000001,2026.25,2280.9875,1677.5125,1847.3500000000001,3351.95,1447.5749999999998,2640.8625,1571.0375,2316.2625,2316.2625,2316.2625,2316.2625,2316.2625,2316.2625,2316.2625,2479.55,2479.55,2479.55,2479.55,2479.55,2479.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,924,N,4530702,P,RS,0,0,11,3,61,2451.6749999999997,1944,816,3690,920,1372,2460,1764,408,2700,1968,2384,1716,624,432,798,400,504,910,1300,1408,580,880,928,720,1275.3,1200.0,2487.4125,1200.0,1267.225,1893.3125,2261.8125,991.25,1430.4499999999998,735.625,1467.1875,991.25,991.25,1982.5,991.25,991.25,991.25,1982.5,1247.5,1247.5,1247.5,1247.5,1247.5,1247.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
924,925,N,4689399,G,SC,0,0,11,1,57,8113.737499999999,13932,10746,12520,8316,17820,8694,13968,17300,12914,28176,32162,32700,21274,15862,24384,29544,30936,42240,17800,14860,19580,51642,41990,25714,6415.950000000001,4938.25,5178.9125,4456.25,8047.5875,4456.25,6256.6875,6571.174999999999,4853.349999999999,9444.5875,9813.9625,7733.112499999999,6923.2125,6351.0875,7304.049999999999,8734.1125,9143.35,12454.375,6580.1875,6351.0875,6996.4625,10183.625,9231.6125,7496.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,926,N,4686901,P,SP,0,0,11,1,70,8687.5,1330,960,1332,720,720,1416,784,1210,756,500,1180,1020,1088,774,1040,1694,1704,2096,2292,1520,2076,1192,858,648,2274.55,2331.6375,2699.4625,2222.5,2264.8125,2840.9750000000004,2439.2375,3223.625,3467.375,3381.25,3017.55,3017.55,3342.7749999999996,3157.125,3017.55,3017.55,3516.3875000000003,3292.4874999999997,4749.6875,4108.212500000001,4479.6625,4005.825,3985.0125000000003,3230.5874999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,927,N,4110700,M,PA,0,0,11,1,68,2014.8500000000001,4884,3476,5838,8976,7130,2860,11350,6050,13248,880,10000,5800,23320,8352,12992,32344,13392,11600,4300,6300,7904,13800,12900,19980,872.55,772.125,1110.6375,1669.8625000000002,1216.6625000000001,772.125,1938.9875000000002,1024.05,2299.45,836.9875000000001,1814.3875,1634.9625,1930.3,1634.9625,1765.6875,2740.9500000000003,1821.1625000000001,1634.9625,1634.9625,1634.9625,1634.9625,2429.7625,2224.0,3107.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,928,N,7820500,GG,SP,0,0,11,1,66,2927.4624999999996,592,2934,4000,7888,2552,6440,6630,2128,3220,7176,7348,1872,3120,5712,7436,3120,3834,9360,2214,7320,2412,2618,2754,4116,1296.6,2093.825,1408.4875,2653.4125,1358.8,1769.5500000000002,2773.7875000000004,1296.6,1296.6,1420.6125,1749.4375,2215.1625000000004,2215.1625000000004,2215.1625000000004,2215.1625000000004,2215.1625000000004,2496.6625,2588.3125,2215.1625000000004,2215.1625000000004,2215.1625000000004,2215.1625000000004,2215.1625000000004,2370.225,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,929,N,4530701,M,RS,0,0,10,2,61,9061.95,27436,24608,14100,38772,22728,22128,31650,26088,34504,45552,40432,21454,37570,38520,24724,37344,45832,55000,31470,46112,46224,72336,46872,31806,4725.0,4725.0,4725.0,5961.887500000001,5315.1625,4898.837500000001,6658.6375,6915.962500000001,5951.525000000001,6141.0375,7069.2,5921.25,7290.650000000001,8835.0375,6074.175,7900.325000000001,9300.0,9109.05,8080.900000000001,8184.5875,9283.825,11822.2,9297.7125,6338.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
929,930,N,6492100,P,PR,0,0,11,1,72,3972.7625,13200,11792,17280,11888,11744,13684,12300,14976,12340,13780,13662,15576,5004,10584,18552,16082,12078,9270,14742,10386,9774,10224,10420,7456,4630.3125,4019.1000000000004,5692.6375,5073.05,4722.099999999999,4185.9125,4031.2625000000003,3409.1625,3506.125,3959.0499999999997,4570.1125,4570.1125,4570.1125,4570.1125,4570.1125,4894.599999999999,4894.599999999999,4894.599999999999,4894.599999999999,4894.599999999999,4894.599999999999,4894.599999999999,4894.599999999999,4894.599999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,931,N,4930202,GG,SP,0,0,10,1,52,9375.0,6816,3654,7470,2562,4140,13536,21696,7392,8680,6336,6336,8880,9308,10920,8928,9216,12024,14212,15708,19072,16020,42504,47424,11400,2321.25,442.9,40.85,592.9375,2321.25,2381.5125,4340.6625,3032.575,2887.0,2611.625,1675.4125,3168.7,3707.7,4942.2375,4009.5375000000004,4051.3625,3499.9125,4303.1,4568.175,6318.1875,4605.537499999999,6320.275000000001,11906.875,5526.825,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
931,932,N,2512800,G,SP,0,0,11,1,68,8592.4875,10404,11004,31296,20736,25344,17374,29440,22816,16562,14184,20124,24696,16548,19680,14898,19292,25830,23322,14212,15480,24600,13772,14846,13512,3202.7875,4333.3,1025.1625,6152.474999999999,7226.599999999999,4858.662499999999,6374.1875,6991.0625,6429.700000000001,6031.3125,5666.012500000001,8832.225,6972.45,7872.375,6972.45,6972.45,8173.65,8223.45,6972.45,6972.45,6972.45,7293.175,7293.175,7293.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,933,N,7020400,M,RJ,0,0,10,1,106,2076.0874999999996,1120,520,768,6696,754,30,176,182,1104,1080,702,920,340,1260,864,50,432,182,946,432,9384,972,648,24,3931.8,1516.1000000000001,3826.7124999999996,14338.95,1693.1375,2059.6625,1516.1000000000001,2466.2,2873.4625,3385.1875,1641.3625,3050.8999999999996,1641.3625,5192.2875,3817.2250000000004,555.025,2193.0,1641.3625,2084.475,3414.6875,4083.6875,1757.25,2659.1625,1757.25,0,0,0,3,4,4,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
933,934,N,6021700,G,BA,0,0,56,1,104,95.33749999999999,18910,20894,9856,11150,13572,12978,9912,18088,18700,10152,13122,15028,11856,15340,17696,16956,6400,4914,15504,18384,13340,17756,11712,10764,5121.925,5647.45,3958.3125,4132.724999999999,4820.875,5706.925,4333.025,5597.65,5027.825000000001,3520.9625,3511.375,5679.5375,4250.537499999999,5725.0625,5776.575000000001,6067.5625,2492.525,1910.375,7344.7875,7182.112499999999,5532.262500000001,7426.174999999999,4798.4625,4488.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
934,935,N,6422100,PP,SP,0,0,6,1,227,1956.25,12896,14280,14520,14124,16104,14272,25740,37224,20572,15984,19734,16646,14350,21712,18778,6900,10200,7176,21350,14348,19448,16896,19008,11890,2522.0750000000003,2768.7875000000004,2439.9375,2382.0,2646.65,2587.1749999999997,3119.6375,4671.425,3300.0375000000004,3683.7625000000003,3395.7875000000004,3488.725,2500.9125,2798.7,2829.95,2043.3000000000002,2593.95,2141.525,3600.2125,2811.275,3476.4125000000004,3464.6,3507.7749999999996,2851.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,936,,6422100,P,BA,0,0,55,1,118,3461.8624999999997,630,666,1580,912,1044,1448,1350,984,1256,942,900,1062,504,738,648,756,804,858,952,6154,660,660,714,510,2601.0375,2788.2999999999997,3809.8250000000003,4111.962500000001,4828.0625,4897.3875,3491.2124999999996,4871.675,4587.275000000001,4127.7625,3964.8875,5320.625,2736.95,3443.675,3248.2125,3923.0375,4147.575,4497.1875,3615.7875000000004,5462.224999999999,3531.6125,3492.5625,3879.7875,2930.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,937,N,8520100,P,BA,0,0,36,1,236,598.125,13838,14630,10240,3210,5100,4260,1586,2184,480,3122,924,3052,7488,9856,2444,2670,2556,2652,3942,1580,330,4266,9350,4890,4726.825,4402.174999999999,2924.15,1135.625,1413.625,1720.025,868.3499999999999,923.1375,557.0625,2648.675,846.7874999999999,2944.4,5565.75,4730.3125,1214.675,1127.4875,1082.975,951.5875,1010.9125,1059.6,551.1125,966.575,2682.1749999999997,2552.7000000000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,938,N,6492100,P,PR,0,0,11,1,111,3044.6875,25792,29970,21960,22528,24804,19492,14688,12122,18312,20240,18906,35360,25064,21378,18676,37020,35224,21318,13122,33914,37760,20800,35712,24056,2884.4,3078.2375,3328.5125,3016.2124999999996,3016.2124999999996,3016.2124999999996,3016.2124999999996,3016.2124999999996,3016.2124999999996,3262.8125,3016.2124999999996,5334.075000000001,3484.6625,3695.125,3212.275,4600.05,4401.474999999999,3212.275,3212.275,3282.9874999999997,3855.0875,3212.275,3743.4249999999997,3212.275,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,4,4,0
938,939,N,6492100,M,SP,0,0,10,1,58,12895.375,11640,14800,16592,24200,24280,21360,25056,18920,19712,23672,18424,22548,13336,17280,19824,35352,20592,20056,176528,43848,48480,49868,36022,33964,9073.0625,11172.2,12013.0625,13925.25,14300.675000000001,12943.912499999999,12288.6625,17047.3625,17652.2875,21005.025,16578.4375,14099.537499999999,12428.875,15717.3,17976.0125,21795.8,18557.525,19600.7375,29907.5,22793.850000000002,22255.8625,28096.9,17956.212499999998,16527.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
